stock_name,success_rate,odds
sh.600867,0.2764227642276423,0.010737444826306427
sz.002145,0.3008849557522124,0.017748942041268582
sz.300223,0.288135593220339,0.024440370333868273
sz.002281,0.2857142857142857,0.008674668618299143
sh.603906,0.2857142857142857,0.012859799021581741
sz.000933,0.23846153846153847,0.012673567854016918
sh.600206,0.2868217054263566,0.0067545947037344215
sh.603816,0.3235294117647059,0.015135973603129346
sh.603288,0.26229508196721313,0.01096132061580131
sz.002759,0.3333333333333333,0.04963525195353714
sh.600038,0.308411214953271,0.01449112058668611
sh.600050,0.272,0.008993689445248832
sh.600233,0.2920353982300885,0.0175781931997232
sz.002643,0.3178294573643411,0.00720695400402389
sh.603019,0.25,0.02815132570476282
sz.300369,0.24528301886792453,0.017092115588800697
sz.000039,0.312,0.010121867904081615
sz.000629,0.2605042016806723,0.0062582337541759675
sh.600522,0.3412698412698413,0.008531414012116604
sz.000563,0.22950819672131148,0.00809413433112762
sz.002128,0.2553191489361702,-0.0008803952995715622
sh.600155,0.2894736842105263,0.018640694280086297
sz.300296,0.3063063063063063,0.02627762347996901
sh.601169,0.25,0.004544137292091281
sh.600219,0.2711864406779661,0.008137927692200156
sh.600872,0.36363636363636365,0.011158024748273751
sh.600031,0.3208955223880597,0.010602677111219731
sz.002508,0.32142857142857145,0.012390595916368987
sz.000009,0.275,0.015857820944848507
sz.002916,0.28,0.01155626337518461
sh.600435,0.23076923076923078,0.009756504123426357
sh.601216,0.2777777777777778,0.033466730858591906
sh.600809,0.3,0.01957783638310929
sh.601799,0.2890625,0.017618051424815463
sz.000540,0.27350427350427353,0.021345266451041504
sz.002001,0.325,0.007496821629792454
sz.002340,0.2421875,0.01190411489505425
sh.600029,0.2926829268292683,0.009166155993631728
sh.601311,0.26811594202898553,0.005097438190903386
sh.600507,0.34959349593495936,0.021227218489152364
sz.002498,0.3082706766917293,0.013763417061696264
sz.000768,0.3474576271186441,0.010183605717408466
sh.600006,0.291044776119403,0.012160302138241184
sh.600157,0.2727272727272727,0.014628094202638818
sz.300773,0.18421052631578946,-0.0030608165383488027
sz.300070,0.3238095238095238,0.007264649801892577
sz.002233,0.24812030075187969,0.008975538825700975
sz.300033,0.25,0.037463972717493445
sh.601952,0.25,0.000393394072240442
sz.000762,0.25210084033613445,0.015771290073563086
sh.600893,0.30578512396694213,0.02644457909249359
sz.000158,0.3253968253968254,0.028020874841056333
sh.600329,0.2702702702702703,0.004421195196491265
sh.600536,0.27927927927927926,0.04548335972265992
sh.603666,0.20454545454545456,0.01944641410291363
sh.600399,0.29411764705882354,0.029561786868172672
sz.002430,0.358974358974359,0.01473357977465585
sh.600737,0.28346456692913385,0.005583022848147534
sz.002195,0.24193548387096775,0.04214522416536207
sh.600323,0.325,0.012529772903933693
sz.300751,0.38461538461538464,0.08362064742336302
sh.601666,0.28225806451612906,0.002078641800824398
sh.600803,0.2777777777777778,0.0030837381908460494
sh.601319,0.2571428571428571,0.021785656886572625
sz.300454,0.20833333333333334,0.011200733782446478
sh.600110,0.25203252032520324,0.0155143269634061
sz.300383,0.26,0.015529787943576324
sh.600885,0.30597014925373134,0.008093199433059688
sz.002466,0.2777777777777778,0.03396300484331621
sz.300079,0.3,0.01219675957215619
sh.600685,0.26956521739130435,0.022865456883642242
sh.600057,0.3565217391304348,0.014141416270628662
sh.600884,0.2727272727272727,0.01350422853100975
sh.600295,0.3114754098360656,0.008429542117991675
sh.600801,0.3140495867768595,0.013623988686155263
sh.600022,0.24615384615384617,0.007557044060143942
sz.002595,0.275,0.008858265125075574
sz.002646,0.22900763358778625,0.00437932044045462
sz.002459,0.3025210084033613,0.017621226372317837
sz.300618,0.30357142857142855,0.022166303206149613
sz.002461,0.3228346456692913,0.011782554278901649
sh.600021,0.2733812949640288,0.011457480531878818
sz.000062,0.25,0.03297459205453469
sh.600989,0.34615384615384615,0.03239876881738558
sz.000050,0.23308270676691728,0.008471788500747509
sz.300451,0.25,0.008919381725740869
sz.002756,0.29411764705882354,0.035779700712502076
sh.600879,0.2923076923076923,0.007510674901929355
sz.002171,0.291044776119403,0.008739012335677
sh.601021,0.22641509433962265,-0.006626288863158306
sh.600547,0.23134328358208955,0.006466848305553608
sz.002318,0.25,0.005892218962089771
sz.002506,0.20270270270270271,-0.007132630626735108
sz.002422,0.24193548387096775,-0.0019638658086211717
sz.000089,0.2302158273381295,0.004622348399738883
sh.600185,0.275,0.02025490829983255
sz.002727,0.25961538461538464,0.007363075340114785
sz.002812,0.3,0.03372845950556057
sz.002507,0.29133858267716534,0.011565342791566156
sz.002216,0.2956521739130435,0.009315222315107367
sh.603025,0.27906976744186046,0.02945904327690555
sh.603589,0.2808988764044944,0.002191638236371269
sh.600276,0.296875,0.0109410923131812
sz.300142,0.3090909090909091,0.01946493957585928
sz.000059,0.3333333333333333,0.014330192493849704
sh.600320,0.26865671641791045,0.003829210915188159
sh.600596,0.3008130081300813,0.011348169670136165
sz.002152,0.3177570093457944,0.016707028792006865
sz.300725,0.3333333333333333,0.023252421172973214
sz.300777,0.36,0.008769322920071342
sh.600641,0.328,0.014963505044927182
sh.603113,0.25,0.00912637285610547
sh.601155,0.4166666666666667,0.01998228447084082
sz.002675,0.2857142857142857,0.015452670219288376
sz.300413,0.2702702702702703,0.04044758856324945
sh.600674,0.3333333333333333,0.008639389528002427
sz.002891,0.4166666666666667,0.025791509726974086
sh.600208,0.2185430463576159,-0.0008577980618957186
sh.600663,0.2231404958677686,0.01396230393311836
sz.002958,0.15384615384615385,0.004969079698567904
sz.300450,0.3230769230769231,0.04039716448215653
sh.601006,0.26666666666666666,0.001782617714068648
sz.002019,0.3135593220338983,0.025017613550090464
sz.000883,0.23076923076923078,0.014744663161038566
sh.601985,0.26262626262626265,-0.002379738079504687
sh.601009,0.31666666666666665,0.008417614144287355
sz.000778,0.22962962962962963,0.0016960309512324145
sh.600837,0.22627737226277372,0.006226745871372718
sh.603733,0.24489795918367346,-0.0015184926988960866
sz.002906,0.3333333333333333,0.028402493712509136
sz.002291,0.2975206611570248,0.04192609593046328
sh.600640,0.20930232558139536,0.010834666977094292
sh.600598,0.24087591240875914,0.002015333815193607
sh.600104,0.2923076923076923,0.004428916251065939
sh.600887,0.24203821656050956,-0.001741418300614089
sz.300171,0.2672413793103448,0.03474811622095095
sz.000875,0.31896551724137934,0.020515662789395168
sh.600201,0.336283185840708,0.015817251408012524
sz.000035,0.32075471698113206,0.012272758310868171
sz.000858,0.3308270676691729,0.014342089930570965
sz.000921,0.2923076923076923,0.00973855944469685
sz.002368,0.2903225806451613,0.007485827451384934
sz.002557,0.31007751937984496,0.0075231079836463165
sz.300623,0.32727272727272727,0.012302703061800787
sz.300363,0.25510204081632654,0.026432918911187254
sz.000568,0.3063063063063063,0.022948861238809445
sz.300737,0.4146341463414634,0.02236250699336033
sh.601229,0.3225806451612903,0.0006711714048250721
sh.603979,0.2826086956521739,-0.0002843746833824367
sh.600340,0.23741007194244604,-0.0005147456250688827
sh.601788,0.17073170731707318,0.021317375933047947
sh.601099,0.21374045801526717,0.008705696061403536
sz.002673,0.23529411764705882,0.017971598229277845
sh.600988,0.30434782608695654,0.026687370969141724
sh.600900,0.3025210084033613,0.007138594389754972
sz.000021,0.3305084745762712,0.01793856498746403
sz.300123,0.26277372262773724,0.008126038987332187
sh.601162,0.3125,0.023484041049768742
sz.300026,0.2578125,0.006178990111563314
sz.002285,0.272,0.0249426904331051
sh.603060,0.2982456140350877,0.014435524493564599
sz.000090,0.2905982905982906,0.014721788291105525
sz.002271,0.32231404958677684,0.020867041736503902
sh.600808,0.27927927927927926,0.014001639632313082
sz.000547,0.24770642201834864,0.036135878557422445
sh.600863,0.2682926829268293,0.003599719694926061
sh.603027,0.34375,0.025411426543830058
sh.601228,0.1728395061728395,-0.00878891218440623
sz.000636,0.2682926829268293,0.017354487318974418
sh.603128,0.2764227642276423,0.01988827977481606
sz.000828,0.26666666666666666,0.010442086115575082
sh.601001,0.2698412698412698,0.005762460027974781
sz.002252,0.2214765100671141,0.011616183209264167
sz.000157,0.23846153846153847,0.0047030378239865615
sh.600919,0.23684210526315788,0.0016797656583235766
sh.603939,0.29473684210526313,0.011348507629169037
sh.600963,0.2631578947368421,0.009821371627867552
sh.600745,0.31451612903225806,0.03336288279344447
sz.300748,0.3142857142857143,0.0523857232803333
sh.601818,0.27522935779816515,0.009384778860577305
sz.002312,0.36363636363636365,0.04196098295974363
sh.600499,0.29310344827586204,0.019386488206728877
sz.002352,0.30327868852459017,0.03978794105502675
sh.600850,0.2773109243697479,0.00845817907997377
sh.600498,0.2440944881889764,-0.000889020615943095
sz.002146,0.24060150375939848,0.0038388790222751773
sz.002183,0.20155038759689922,0.014677132414669402
sz.300271,0.28346456692913385,0.013812569434207366
sh.600621,0.3448275862068966,0.013826903683818701
sh.601878,0.1836734693877551,0.012304869678914908
sh.601019,0.24528301886792453,-0.00549357938770461
sh.600535,0.2608695652173913,-0.001020666770069784
sz.300323,0.3076923076923077,0.032326705728673535
sz.300498,0.24390243902439024,-0.006990128166541178
sz.002563,0.22142857142857142,0.001898755013422791
sh.600223,0.34615384615384615,0.03257466424682283
sz.002612,0.28346456692913385,0.02790544664806457
sh.603858,0.24242424242424243,-0.0012596545044133904
sh.600703,0.2835820895522388,0.009771538269997646
sh.600827,0.24812030075187969,0.014807512745223718
sz.002738,0.25555555555555554,0.013851501588194889
sz.002821,0.2602739726027397,0.010822811719382304
sz.000988,0.2786885245901639,0.010878131148280722
sh.600420,0.3252032520325203,0.004281448124932615
sz.002541,0.32592592592592595,0.015852189817818857
sz.300613,0.3877551020408163,0.01883133537879812
sh.601066,0.23684210526315788,0.05240673082708245
sh.603077,0.2894736842105263,0.01862168926619758
sz.000591,0.27049180327868855,0.016154375820483152
sz.300638,0.30357142857142855,0.02550303192417725
sz.002739,0.2631578947368421,-0.0027353604393288555
sz.002414,0.3392857142857143,0.03427826091196145
sh.600030,0.2698412698412698,0.012927884657460012
sh.603456,0.28735632183908044,0.025356622568222256
sh.601111,0.2734375,0.007563913679471209
sz.002481,0.3302752293577982,0.023361604049121267
sz.002091,0.288135593220339,0.008813759399144038
sh.600027,0.23728813559322035,0.00573653615991226
sz.300595,0.35294117647058826,0.04596701044450893
sh.601519,0.1875,0.039120885617954425
sh.601108,0.20408163265306123,0.0038122743067363356
sh.600298,0.2698412698412698,0.01232521680211057
sz.002531,0.31496062992125984,0.011005462042894756
sh.600567,0.23308270676691728,0.0033836577309687504
sz.002174,0.25663716814159293,0.030309023582769323
sh.600895,0.30158730158730157,0.021088709274701453
sh.603888,0.20512820512820512,-0.0008340064546938777
sh.603877,0.27419354838709675,0.013533372334289173
sh.601601,0.25925925925925924,0.0001492220265782099
sz.300496,0.3132530120481928,0.01247144085867549
sh.600776,0.26153846153846155,0.023110097756311752
sz.000723,0.2542372881355932,0.033220897550443614
sz.300433,0.275,0.01848153121693395
sh.600363,0.2903225806451613,0.019834493127883667
sh.600739,0.3333333333333333,0.0050064874672234375
sh.600216,0.2765957446808511,-0.0013853521727059906
sh.600171,0.3089430894308943,0.019380724050445605
sh.603605,0.3076923076923077,0.024207938901404234
sh.603993,0.25396825396825395,0.007043036077159454
sh.601139,0.26811594202898553,-0.0024019654271287562
sz.002385,0.2698412698412698,0.010445856550282694
sh.600729,0.27350427350427353,0.007406418029444976
sz.002176,0.26666666666666666,0.02714372886897329
sz.000967,0.3090909090909091,0.023286478545783664
sh.603129,0.34,0.03783046924093365
sz.300418,0.26136363636363635,-0.0009072524599177211
sh.600160,0.25,-0.00021577577301069335
sh.600398,0.264,0.008903022214810012
sz.002030,0.31932773109243695,0.025300006003559604
sz.300087,0.25925925925925924,0.00969344941445057
sz.002065,0.25203252032520324,0.009154068250150745
sh.600446,0.2616822429906542,0.03932909201395651
sz.000725,0.23809523809523808,0.010406231892881984
sh.601238,0.2781954887218045,0.005421702828621636
sz.002625,0.2845528455284553,0.09580416769928969
sz.000703,0.38235294117647056,0.01956894858024216
sz.300598,0.1891891891891892,0.018633350244010072
sh.600765,0.2698412698412698,0.007077961920390058
sh.600521,0.3007518796992481,0.006016207343340159
sz.002099,0.26548672566371684,0.022868646301782397
sz.002050,0.36666666666666664,0.02078668399750908
sz.002191,0.25984251968503935,0.01114979892428644
sh.600246,0.21897810218978103,0.0018247349652862977
sz.300294,0.2734375,0.01342172270157168
sz.000581,0.26515151515151514,-0.003222056779322419
sz.002041,0.2777777777777778,0.014247709011773317
sh.600875,0.27941176470588236,-0.0011204793496572617
sz.002925,0.30434782608695654,0.021089393860191406
sz.300024,0.1951219512195122,0.0050499264694796285
sh.600655,0.34710743801652894,0.006966905159056004
sh.603026,0.3125,0.0195947544137139
sh.600733,0.3125,0.01965035133893637
sh.601258,0.208,0.005710471360287516
sh.603369,0.27522935779816515,0.012854535165219613
sz.002131,0.30701754385964913,0.022549468098407837
sh.600023,0.26126126126126126,0.0005876811030497839
sz.000975,0.2857142857142857,0.01009804851728222
sh.601838,0.2037037037037037,-0.0009454639086260862
sz.002353,0.24242424242424243,0.0043707808693910135
sz.000932,0.304,0.014888844151367263
sh.600109,0.27586206896551724,0.014090337912994839
sh.600383,0.29523809523809524,0.011182573472356207
sh.601058,0.42201834862385323,0.02290458040120463
sz.002123,0.2328767123287671,0.006350832298479997
sz.002399,0.26548672566371684,0.004404741007024171
sz.002192,0.3225806451612903,0.031149261719328372
sh.603567,0.27058823529411763,0.007464283788820354
sh.600771,0.3185840707964602,0.019162317517573225
sz.000878,0.23484848484848486,0.0016132454232600226
sh.600008,0.24193548387096775,0.009718718683591481
sz.300073,0.3584905660377358,0.0351510475328028
sz.000960,0.26119402985074625,0.004429718998810442
sz.002928,0.2608695652173913,0.005411846743619596
sz.300035,0.319672131147541,0.016200346679326842
sh.600482,0.2647058823529412,0.007913294425243645
sh.600416,0.3137254901960784,0.028482694097487788
sh.600018,0.264,0.012918256583848644
sh.600588,0.2920353982300885,0.03104593624855887
sh.600350,0.358974358974359,0.012734944245432428
sh.600132,0.39090909090909093,0.02153827029039586
sh.600238,0.28448275862068967,0.02678134556609027
sz.300726,0.34615384615384615,0.018962365078871543
sz.000761,0.26229508196721313,0.006314665007496371
sz.002266,0.33064516129032256,0.012758379923103975
sz.000923,0.3181818181818182,0.02203817130619001
sz.002791,0.3125,0.03932653299024763
sz.300677,0.26666666666666666,0.10258742255573843
sz.002027,0.3418803418803419,0.03188164235732664
sz.000783,0.2265625,0.010059429979802713
sz.300661,0.3673469387755102,0.05014143862817904
sh.600682,0.3333333333333333,0.029989130101060968
sh.600760,0.3135593220338983,0.03679246609408766
sz.002511,0.312,0.013931525002101316
sz.000831,0.2545454545454545,0.012424652642221711
sh.603233,0.2982456140350877,0.010479790278242652
sh.601899,0.23880597014925373,0.00923174573728541
sh.600352,0.3277310924369748,0.018533170848970798
sz.002444,0.3711340206185567,0.028507458873826372
sz.002585,0.24603174603174602,0.0071781750974602735
sz.002294,0.3023255813953488,0.005235604408721774
sh.600483,0.2734375,0.004462413132737276
sz.002597,0.3,0.017725309145528646
sh.600623,0.2845528455284553,0.00889679121348266
sh.603444,0.208955223880597,0.002929094552998987
sh.600372,0.2786885245901639,0.006119170769025431
sh.600048,0.28776978417266186,0.002294782826259717
sh.600376,0.2857142857142857,0.004840191441751468
sh.601828,0.2222222222222222,-0.0033950407872490635
sz.002163,0.37272727272727274,0.031159413439035093
sh.601988,0.2916666666666667,0.006649616537042239
sz.002690,0.2714285714285714,0.005520496409622888
sh.600864,0.3,0.01405284056486282
sz.300316,0.29411764705882354,0.026087427431487818
sh.603520,0.29850746268656714,0.014736926417113739
sz.002142,0.2765957446808511,0.007184016454473021
sz.000156,0.2288135593220339,0.001551930106529717
sz.002745,0.26582278481012656,0.006931034491044703
sh.600582,0.2966101694915254,0.00785426553568888
sh.600126,0.2647058823529412,0.007148076197465441
sh.600095,0.2857142857142857,0.013141489816481687
sh.600166,0.3025210084033613,0.009411384685776427
sh.600584,0.3050847457627119,0.024732504782077776
sh.603301,0.20833333333333334,0.04339897869063508
sh.601003,0.336,0.012263373036519252
sz.002847,0.26229508196721313,0.017886310659337403
sz.002416,0.265625,0.015937640576276762
sh.601288,0.30327868852459017,0.004188801153073702
sh.601727,0.3050847457627119,0.007415478744263737
sh.603218,0.27419354838709675,0.011988790719721127
sz.000938,0.21705426356589147,0.029295667288507746
sh.600196,0.3170731707317073,0.021434078044224075
sz.000027,0.25,0.012247066029464525
sh.603259,0.32558139534883723,0.025926665948772243
sz.300009,0.27419354838709675,0.01882921646698971
sh.600267,0.330188679245283,0.007767368324104437
sh.601390,0.23015873015873015,0.014523423973203685
sz.002025,0.3508771929824561,0.021477912244717325
sz.300003,0.26618705035971224,0.00548003136168426
sh.601717,0.2773109243697479,0.008280567024321605
sz.300347,0.34782608695652173,0.01807222800178167
sh.600486,0.3007518796992481,0.009779203807210783
sz.300327,0.4056603773584906,0.024961133607832846
sh.600256,0.25384615384615383,-0.0028764060305080746
sh.600570,0.31496062992125984,0.028330161688317975
sh.600037,0.2831858407079646,0.02040269936500664
sh.600901,0.25,0.002582429829290618
sh.600273,0.2892561983471074,0.013466705892620296
sh.600667,0.3,0.012321166935234409
sh.600004,0.31896551724137934,0.012426019705615896
sz.000818,0.2619047619047619,0.02188292289063854
sz.002044,0.28448275862068967,0.038667981052744965
sz.300298,0.2831858407079646,0.01629435949287046
sz.300348,0.264,0.04300478853209305
sh.601106,0.26785714285714285,0.026451724904906274
sh.600707,0.26548672566371684,0.02247391986543232
sz.300144,0.2740740740740741,0.007452981381636765
sz.001965,0.21739130434782608,-0.0019486009594279147
sh.600500,0.325,0.00638291996620692
sh.601018,0.2903225806451613,0.014177899228214722
sh.600754,0.2868217054263566,0.012650527068413039
sh.601668,0.2796610169491525,0.011966258139141574
sh.600548,0.375,0.017185997505155818
sz.000825,0.25396825396825395,0.00789412922302558
sh.603801,0.32558139534883723,0.04140798017884595
sh.600019,0.2540983606557377,0.004277575697620348
sh.603989,0.29411764705882354,0.0016987392473541243
sz.000519,0.2903225806451613,0.012039156319312568
sh.600271,0.3178294573643411,0.006245974977425278
sh.601212,0.2033898305084746,-0.00023066455131124148
sh.601608,0.265625,0.024235550409727566
sh.600406,0.3,0.006468790905938474
sh.601369,0.3565217391304348,0.002919950816136286
sz.000708,0.25190839694656486,0.013419675483213529
sz.300001,0.2318840579710145,0.02100902598671204
sh.600649,0.2627118644067797,0.016783743293257235
sz.002434,0.2926829268292683,0.015593422154295726
sz.002484,0.28,0.0066139857454550815
sz.002311,0.2786885245901639,0.010748785994264279
sh.600236,0.3064516129032258,0.007564064348591192
sh.601117,0.2857142857142857,0.003427603120694515
sh.600007,0.28688524590163933,0.009725837194388295
sz.300376,0.2616822429906542,0.01928470214917698
sh.600696,0.2807017543859649,0.024855665665263642
sz.300474,0.24242424242424243,0.009038821423457771
sh.600690,0.3130434782608696,0.012710141068680618
sh.600958,0.18888888888888888,-0.005678807940615268
sh.601688,0.2357142857142857,0.006520141842224833
sh.601398,0.28776978417266186,0.004150156772702274
sh.600839,0.2905982905982906,0.014820796910794597
sh.600812,0.24603174603174602,0.011054130963326409
sh.601222,0.3418803418803419,0.017670028844197584
sh.600085,0.3247863247863248,0.006313540312627237
sh.601865,0.3103448275862069,0.031821196894372294
sz.002384,0.36936936936936937,0.018194578350313725
sz.002736,0.16666666666666666,0.002307266266589677
sh.600390,0.248,0.012441958282886393
sh.603678,0.2903225806451613,0.012825816480518306
sz.300672,0.2413793103448276,0.012974581892009548
sh.600161,0.33884297520661155,0.011101804290630728
sz.002810,0.29850746268656714,0.02341706093169009
sz.002797,0.17142857142857143,0.004695035589461116
sh.600566,0.2956521739130435,0.010491108082474504
sz.002302,0.2692307692307692,0.014993898863465683
sh.603606,0.25806451612903225,0.014442688728998475
sz.002555,0.2396694214876033,0.038112311233655126
sh.601991,0.19718309859154928,-0.003349791159914857
sz.002151,0.21897810218978103,0.012648401464065725
sz.300315,0.22330097087378642,0.0194472799147678
sz.002332,0.3,0.010587808728767417
sh.600426,0.34146341463414637,0.01776323604161045
sh.603658,0.28169014084507044,0.00022522285020801577
sz.300168,0.23076923076923078,0.022917049348984017
sz.002185,0.2966101694915254,0.017713905300837662
sz.002236,0.2857142857142857,0.0031927485339418413
sh.603868,0.2602739726027397,0.0038631656086259647
sh.600010,0.20261437908496732,-0.0022565349637353807
sz.000807,0.32786885245901637,0.020140204612182785
sz.000423,0.2796610169491525,0.0025266976046432192
sz.300253,0.27586206896551724,0.024072595645507535
sh.600348,0.20689655172413793,-0.0072205554931707135
sh.600183,0.36507936507936506,0.01193164892234577
sz.000063,0.2809917355371901,0.010544536870113409
sz.002049,0.2814814814814815,0.025889930260407423
sz.000627,0.2627118644067797,0.014151654608137438
sh.603707,0.32142857142857145,0.020812857175226594
sh.603588,0.3333333333333333,0.014781837355617526
sz.002258,0.3559322033898305,0.01351429429064886
sz.300568,0.2878787878787879,0.002871848152432089
sh.600009,0.3435114503816794,0.009518487917566038
sh.601965,0.3445378151260504,0.008226459609120254
sz.000672,0.36633663366336633,0.027927658846807236
sh.601016,0.21348314606741572,0.020882935030568178
sz.300207,0.3247863247863248,0.0072971150433956185
sh.600740,0.23308270676691728,0.0008745047350190287
sz.002624,0.29523809523809524,0.02631999037322864
sh.603345,0.34328358208955223,0.02016858083558329
sz.000750,0.19858156028368795,0.0007237800949447232
sh.600572,0.22666666666666666,0.0026699804225740766
sz.002747,0.30864197530864196,0.02049549744890171
sh.601375,0.20967741935483872,-0.00016074755812722595
sh.603225,0.2698412698412698,0.0012814567646710134
sh.600637,0.25892857142857145,0.006149998601108736
sh.600418,0.30833333333333335,0.01776105559997445
sz.300558,0.22972972972972974,0.007649792935620393
sh.603260,0.30357142857142855,0.007275734695985471
sz.300014,0.2462686567164179,0.02970703048209338
sz.300308,0.30973451327433627,0.02662795138022003
sh.603885,0.2403846153846154,0.0006915301820556078
sh.600585,0.3,0.008346824280204439
sh.603638,0.42592592592592593,0.034176501122163666
sz.002320,0.2894736842105263,0.017464613413638218
sh.601966,0.32786885245901637,0.010226429394775055
sz.000990,0.2595419847328244,0.013154785748854269
sh.600642,0.26126126126126126,0.002446079643064147
sz.000961,0.2265625,0.010172622429407776
sh.603737,0.4264705882352941,0.038548151861179616
sh.601766,0.25984251968503935,0.015154547363379704
sz.000301,0.28448275862068967,0.01898369635364947
sz.000998,0.29838709677419356,0.0006759465865863286
sh.600170,0.3142857142857143,0.009351813774848882
sh.601919,0.2767857142857143,0.028288632824945783
sh.600305,0.3333333333333333,0.010250977004452655
sz.000712,0.3157894736842105,0.015502930720382503
sz.002242,0.28,0.009463707546520494
sh.601881,0.18421052631578946,-0.0028704643531929745
sh.600580,0.2265625,0.0039032762137228266
sh.600111,0.21739130434782608,0.0037914878218635274
sh.600316,0.31932773109243695,0.02210957066531417
sh.600877,0.3854166666666667,0.039194711158161255
sz.300482,0.36486486486486486,0.02786214746547252
sz.002010,0.2457627118644068,0.00425776616347056
sz.300408,0.29411764705882354,0.018891041474382093
sz.002013,0.3161764705882353,0.008203186329619602
sz.000951,0.37383177570093457,0.01882847775272004
sh.600039,0.3333333333333333,0.00833463506351078
sh.603298,0.23076923076923078,-0.005524133605449577
sh.600886,0.352,0.009705751709736494
sh.601012,0.25862068965517243,0.044589513694316206
sz.000999,0.22900763358778625,-0.0012420972927823608
sh.601918,0.24786324786324787,0.00859603589599618
sz.000617,0.24793388429752067,0.0030338253805027014
sz.002110,0.25210084033613445,0.008932949661348485
sh.603826,0.3050847457627119,0.009887647961132975
sh.603799,0.3333333333333333,0.04579411745187558
sh.601336,0.2727272727272727,0.002245445970463027
sz.002415,0.2631578947368421,0.009718161510867568
sh.600823,0.312,0.006273536627261111
sz.300257,0.2689075630252101,0.01495344696614837
sh.600518,0.22727272727272727,0.01562612746880467
